Assuming rdf:type as type relation
Loading files... 
  Starting processed_triples1.txt
  Finished processed_triples1.txt, still running: 0
Loaded 8730 facts in 97 ms using -32 MB
Using Support as pruning metric with minimum threshold 1.0
Using recursivity limit 3
Lazy mining assistant that stops counting when the denominator gets too high
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 64 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  wikiPageInterLanguageLink  ?h  ?b  wikiPageInterLanguageLink  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?b  wikiPageInterLanguageLink  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?b  wikiPageInterLanguageLink  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  trainer  ?h  ?b  trainer  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?a  releaseDate  ?h  ?b  start  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  start  ?h  ?b  start  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  ko  ?h  ?a  koWins  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  ko  ?h  ?b  ko  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  father  ?a  ?b  issue  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?b  issue  ?h  ?h  parent  ?a   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  issue  ?h  ?b  issue  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.333333333	1	1	3	1	?a
?a  priorTerm  ?h  ?b  priorTerm  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  logoCaption  ?h  ?b  logoCaption  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  numEpisodes  ?h  ?b  numEpisodes  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?a  plays  ?h  ?b  plays  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  careerprizemoney  ?h  ?b  careerprizemoney  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  careerPrizeMoney  ?h  ?b  careerprizemoney  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  year  ?h  ?b  year  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  region  ?h  ?b  region  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.011904762	1	1	84	1	?a
?a  bbr  ?h  ?b  bbr  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  end  ?h  ?a  lastAired  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  completionDate  ?h  ?b  end  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  end  ?h  ?b  end  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.055555556	1	1	18	1	?a
?a  latestReleaseDate  ?h  ?b  latestReleaseDate  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  notableIdeas  ?h  ?b  notableIdeas  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  movement  ?h  ?b  movement  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  masterscupdoublesresult  ?h  ?b  masterscupdoublesresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  league  ?h  ?b  league  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?a  userland  ?h  ?b  userland  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  wimbledonmixedresult  ?h  ?b  wimbledonmixedresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  gaDate  ?h  ?b  gaDate  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  d  ?h  ?b  d  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.333333333	1	1	3	1	?a
?a  mainInterests  ?h  ?b  mainInterests  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  frenchopendoublesresult  ?h  ?a  wimbledondoublesresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  frenchopendoublesresult  ?h  ?b  frenchopendoublesresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  journalisted  ?h  ?b  journalisted  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  australianopenmixedresult  ?h  ?a  frenchopenmixedresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  australianopenmixedresult  ?h  ?b  australianopenmixedresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  links  ?h  ?b  links  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  lastAired  ?h  ?b  lastAired  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?a  completionDate  ?h  ?b  lastAired  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  end  ?h  ?b  lastAired  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  introduced  ?h  ?b  introduced  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  yahoo  ?h  ?b  yahoo  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  symbol  ?h  ?b  yahoo  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  google  ?h  ?b  yahoo  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  stockrow  ?h  ?b  yahoo  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  australianopendoublesresult  ?h  ?b  australianopendoublesresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  australianopendoublesresult  ?h  ?a  usopendoublesresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  draftPick  ?h  ?b  draftPick  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?a  channel  ?h  ?b  channel  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.00009999	1	1	10001	1	?a
?a  dcc  ?h  ?b  dcc  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  manager  ?h  ?b  manager  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.2	1	1	5	1	?a
?a  doublestitles  ?h  ?b  doublestitles  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  headquarter  ?h  ?a  headquarters  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  headquarter  ?h  ?b  headquarter  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  nativeNameLang  ?h  ?b  nativeNameLang  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  mediaType  ?h  ?b  mediaType  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  weightLb  ?h  ?b  weightLb  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  award  ?h  ?b  prizes  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  prizes  ?h  ?b  prizes  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  subsequentWork  ?h  ?b  subsequentWork  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?a  followedBy  ?h  ?b  subsequentWork  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?a  field  ?h  ?b  field  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  academicDiscipline  ?h  ?b  field  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  titlestyle  ?h  ?b  titlestyle  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  rightarm  ?h  ?b  rightarm  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  leftarm  ?h  ?b  rightarm  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  rightarm  ?h  ?a  shorts  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  registration  ?h  ?b  registration  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  paradigm  ?h  ?b  paradigm  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  publicwhip  ?a  ?b  publicwhip  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  primaryTopic  ?a  ?b  publicwhip  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?a  ?b  publicwhip  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  publicwhip  ?h  ?b  publicwhip  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?b  publicwhip  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?b  publicwhip  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  medaltemplatesExpand  ?h  ?a  mixed  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  medaltemplatesExpand  ?h  ?b  medaltemplatesExpand  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  australianopenresult  ?h  ?b  wimbledonresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  wimbledonresult  ?h  ?b  wimbledonresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  restingplace  ?h  ?b  restingplace  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  restingPlace  ?h  ?b  restingplace  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  1namedata  ?h  ?h  predecessor  ?a   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.009615385	1	1	104	1	?a
?h  1namedata  ?a  ?b  1namedata  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.006849315	1	1	146	1	?a
?b  1namedata  ?h  ?h  successor  ?a   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.009615385	1	1	104	1	?a
?b  1namedata  ?h  ?a  predecessor  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.004255319	1	1	235	1	?a
?a  1namedata  ?h  ?b  1namedata  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.001165501	1	1	858	1	?a
?b  1namedata  ?h  ?a  successor  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.003717472	1	1	269	1	?a
?a  isPrimaryTopicOf  ?h  ?h  wikisource  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  imageSize  ?h  ?b  imageSize  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  production  ?h  ?b  production  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  current  ?h  ?b  current  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  citizenship  ?h  ?b  citizenship  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  dewey  ?h  ?b  dewey  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  billed  ?h  ?a  birthPlace  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  billed  ?h  ?b  billed  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  viewers  ?h  ?b  viewers  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  stockrow  ?h  ?a  yahoo  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  stockrow  ?h  ?a  symbol  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  google  ?h  ?b  stockrow  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  stockrow  ?h  ?b  stockrow  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  episodes  ?h  ?b  episodes  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  associatedBand  ?a  ?b  associatedBand  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.020408163	1	1	49	1	?a
?h  associatedActs  ?a  ?b  associatedBand  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  associatedBand  ?h  ?h  associatedMusicalArtist  ?a   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.020408163	1	1	49	1	?a
?a  associatedBand  ?h  ?b  associatedBand  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.004329004	1	1	231	1	?a
?b  associatedBand  ?h  ?a  associatedMusicalArtist  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.006666667	1	1	150	1	?a
?a  commercial  ?h  ?b  commercial  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  soundRecording  ?h  ?b  soundRecording  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?a  other  ?h  ?b  other  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  baseStandards  ?a  ?b  influencedBy  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  influencedBy  ?h  ?b  influencedBy  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.001683502	1	1	594	1	?a
?a  theywork  ?h  ?b  theywork  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  leftarm  ?h  ?a  rightarm  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  leftarm  ?h  ?b  leftarm  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  leftarm  ?h  ?a  shorts  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  australianopendoublesresult  ?h  ?b  usopendoublesresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  usopendoublesresult  ?h  ?b  usopendoublesresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  wimbledondoublesresult  ?h  ?b  wimbledondoublesresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  frenchopendoublesresult  ?h  ?b  wimbledondoublesresult  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  division  ?h  ?a  divisions  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  division  ?h  ?b  division  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.058823529	1	1	17	1	?a
?a  termend  ?h  ?b  termend  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  hansard  ?h  ?b  hansard  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  pos  ?h  ?b  pos  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  hansardcurr  ?h  ?b  hansardcurr  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  n  ?h  ?b  species  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	0.5	1	2	2	?a
?a  s  ?h  ?b  species  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.25	0.5	1	4	2	?a
?b  species  ?h  ?a  voy  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.25	0.5	1	4	2	?a
?b  species  ?h  ?a  v  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.166666667	0.5	1	6	2	?a
?a  b  ?h  ?b  species  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.25	0.5	1	4	2	?a
?a  species  ?h  ?b  species  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.25	0.5	1	4	2	?a
?a  q  ?h  ?b  species  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	0.5	1	2	2	?a
?b  species  ?h  ?a  wikt  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	0.5	1	2	2	?a
?a  congresses  ?h  ?b  congresses  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  formationDate  ?h  ?b  formationDate  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  singlestitles  ?h  ?b  singlestitles  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?b  before  ?h  ?h  successor  ?a   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.038461538	1	1	26	1	?a
?h  after  ?a  ?b  before  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.083333333	1	1	12	1	?a
?a  before  ?h  ?b  before  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.058823529	1	1	17	1	?a
?b  before  ?h  ?a  predecessor  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.02	1	1	50	1	?a
?h  influenced  ?a  ?b  influences  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.166666667	1	1	6	1	?a
?a  influences  ?h  ?b  influences  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.014285714	1	1	70	1	?a
?a  foundedBy  ?h  ?b  founder  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.142857143	1	1	7	1	?a
?a  founder  ?h  ?b  founder  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.035714286	1	1	28	1	?a
?a  rtmDate  ?h  ?b  rtmDate  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?b  ?a  isPrimaryTopicOf  ?h   => ?a  isPrimaryTopicOf  ?b	1	1	1	66	66	66	?a
?a  isPrimaryTopicOf  ?h  ?h  primaryTopic  ?b   => ?a  isPrimaryTopicOf  ?b	0.909090909	1	1	60	60	60	?a
?a  isPrimaryTopicOf  ?h  ?h  name  ?b   => ?a  isPrimaryTopicOf  ?b	0.03030303	0.666666667	0.666666667	2	3	3	?a
?a  isPrimaryTopicOf  ?h  ?h  wikiPageInterLanguageLink  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  isPrimaryTopicOf  ?b  ?a  wikiPageRedirects  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.002114165	1	1	473	1	?a
?h  parent  ?b  ?a  product  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  isPrimaryTopicOf  ?h  ?h  publicwhip  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  primaryTopic  ?b  ?a  primaryTopic  ?h   => ?a  isPrimaryTopicOf  ?b	0.909090909	0.845070423	1	60	71	60	?a
?h  isPrimaryTopicOf  ?b  ?a  primaryTopic  ?h   => ?a  isPrimaryTopicOf  ?b	0.909090909	1	1	60	60	60	?a
?h  name  ?b  ?a  primaryTopic  ?h   => ?a  isPrimaryTopicOf  ?b	0.03030303	0.5	0.666666667	2	4	3	?a
?a  primaryTopic  ?h  ?h  wikisource  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  publicwhip  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  primaryTopic  ?h  ?h  wikiPageInterLanguageLink  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  patternLa  ?h  ?b  patternRa  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  patternRa  ?h  ?b  patternRa  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  patternB  ?h  ?b  patternRa  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  birthPlace  ?h  ?h  occupants  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  spouse  ?b  ?a  spouse  ?h   => ?a  isPrimaryTopicOf  ?b	0.136363636	0.132352941	1	9	68	9	?a
?a  title  ?h  ?h  wikisource  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  primaryTopic  ?b  ?a  title  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.25	1	1	4	1	?a
?h  title  ?b  ?a  title  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.333333333	1	1	3	1	?a
?h  isPrimaryTopicOf  ?b  ?a  title  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.25	1	1	4	1	?a
?a  children  ?h  ?h  parent  ?b   => ?a  isPrimaryTopicOf  ?b	0.03030303	1	1	2	2	2	?a
?a  children  ?h  ?h  relative  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  children  ?h  ?h  parents  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  children  ?h  ?h  relation  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  children  ?h  ?h  relations  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  predecessor  ?h  ?h  successor  ?b   => ?a  isPrimaryTopicOf  ?b	0.151515152	0.044642857	1	10	224	10	?a
?h  after  ?b  ?a  predecessor  ?h   => ?a  isPrimaryTopicOf  ?b	0.090909091	0.133333333	1	6	45	6	?a
?a  parentCompany  ?h  ?h  subsidiary  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.014285714	1	1	70	1	?a
?a  predecessor  ?h  ?h  succeeded  ?b   => ?a  isPrimaryTopicOf  ?b	0.03030303	1	1	2	2	2	?a
?h  predecessor  ?b  ?a  predecessor  ?h   => ?a  isPrimaryTopicOf  ?b	0.03030303	0.010526316	1	2	190	2	?a
?h  1namedata  ?b  ?a  predecessor  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.032258065	1	1	31	1	?a
?h  predecessor  ?b  ?a  successor  ?h   => ?a  isPrimaryTopicOf  ?b	0.121212121	0.048780488	1	8	164	8	?a
?h  before  ?b  ?a  successor  ?h   => ?a  isPrimaryTopicOf  ?b	0.03030303	0.2	1	2	10	2	?a
?h  1namedata  ?b  ?a  successor  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.024390244	1	1	41	1	?a
?h  successor  ?b  ?a  successor  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.005524862	1	1	181	1	?a
?h  preceded  ?b  ?a  successor  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  governor  ?b  ?a  successor  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.012820513	1	1	78	1	?a
?h  incumbent  ?b  ?a  office  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  leader  ?b  ?a  office  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  nationalConvener  ?b  ?a  office  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  relative  ?b  ?a  relative  ?h   => ?a  isPrimaryTopicOf  ?b	0.045454545	0.054545455	1	3	55	3	?a
?a  nativeName  ?h  ?h  wikiPageRedirects  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  hasVariant  ?h  ?h  related  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  knownFor  ?b  ?a  relative  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  relative  ?h  ?h  wikiPageRedirects  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.125	1	1	8	1	?a
?a  relative  ?h  ?h  relatives  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.055555556	1	1	18	1	?a
?a  after  ?h  ?h  before  ?b   => ?a  isPrimaryTopicOf  ?b	0.060606061	0.666666667	1	4	6	4	?a
?h  associatedActs  ?b  ?a  associatedMusicalArtist  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  after  ?h  ?h  predecessor  ?b   => ?a  isPrimaryTopicOf  ?b	0.03030303	0.054054054	1	2	37	2	?a
?a  child  ?h  ?h  relative  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.125	1	1	8	1	?a
?a  child  ?h  ?h  parent  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?a  child  ?h  ?h  parents  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.2	1	1	5	1	?a
?a  child  ?h  ?h  relation  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.5	1	1	2	1	?a
?a  child  ?h  ?h  relations  ?b   => ?a  isPrimaryTopicOf  ?b	0.015151515	1	1	1	1	1	?a
?h  name  ?b  ?a  team  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.111111111	0.5	1	9	2	?a
?h  relative  ?b  ?a  relatives  ?h   => ?a  isPrimaryTopicOf  ?b	0.045454545	0.25	1	3	12	3	?a
?h  knownFor  ?b  ?a  relatives  ?h   => ?a  isPrimaryTopicOf  ?b	0.015151515	0.055555556	1	1	18	1	?a
